0,0,-0
8.43327,13.8594,0.283183
0,0,-0
7.67964,12.6209,-0.774258
0,0,-0
7.00326,11.5093,1.17869
0,0,-0
6.44412,10.5904,1.52215
0,0,-0
5.99569,9.85343,1.82684
12.3225,20.251,-2.07396
5.58232,9.17409,2.08745
10.6458,17.4955,-1.07331
5.23006,8.59518,2.32284
9.39583,15.4413,-0.315505
4.81318,7.91007,2.48104
0,0,-0
8.49205,13.8469,0.283532
0,0,-0
7.72991,12.6042,-0.774886
0,0,-0
7.05589,11.5051,1.18079
0,0,-0
6.49558,10.5915,1.52556
0,0,-0
6.03624,9.84254,1.82872
12.4244,20.2588,-2.07919
5.62663,9.17463,2.09203
10.7402,17.5127,-1.07666
5.26411,8.58352,2.32464
9.45803,15.422,-0.315784
4.865,7.93274,2.49346
0,0,-0
8.56767,13.8614,0.284439
0,0,-0
7.76966,12.5703,-0.774468
0,0,-0
7.10544,11.4957,1.18235
0,0,-0
6.53878,10.5789,1.52702
0,0,-0
6.07264,9.82477,1.82934
12.5181,20.2526,-2.08302
5.66894,9.17163,2.09585
10.8181,17.5023,-1.07833
5.30223,8.57835,2.32824
9.52863,15.4161,-0.316342
4.89063,7.91242,2.49243
0,0,-0
8.6299,13.851,0.284858
0,0,-0
7.83149,12.5696,-0.776142
0,0,-0
7.15706,11.4871,1.1841
0,0,-0
6.57448,10.5521,1.52654
0,0,-0
6.11611,9.81639,1.83185
12.6178,20.2517,-2.08755
5.69964,9.14796,2.09508
10.8912,17.4804,-1.07938
5.33908,8.56925,2.33094
9.59642,15.4023,-0.316761
4.92504,7.90471,2.49553
0,0,-0
8.68579,13.8302,0.285068
0,0,-0
7.9019,12.5821,-0.778654
0,0,-0
7.19175,11.4513,1.18305
0,0,-0
6.62487,10.5487,1.52946
0,0,-0
6.1512,9.79445,1.83185
12.7135,20.2435,-2.09139
5.74069,9.14081,2.09814
10.9664,17.4617,-1.08063
5.38836,8.5798,2.33904
9.66848,15.395,-0.31732
4.94918,7.8805,2.49346
0,0,-0
8.74015,13.8149,0.285347
0,0,-0
7.94785,12.5625,-0.779073
0,0,-0
7.23395,11.4341,1.18375
0,0,-0
6.66406,10.5334,1.53044
0,0,-0
6.20688,9.81072,1.83873
12.7848,20.208,-2.09209
5.77097,9.12172,2.09814
11.0435,17.4556,-1.08252
5.43345,8.58823,2.34624
9.73231,15.3831,-0.317738
4.97942,7.87057,2.49553
0,0,-0
8.80096,13.8094,0.285836
0,0,-0
7.99806,12.5496,-0.77991
0,0,-0
7.29752,11.4504,1.18793
0,0,-0
6.70748,10.5246,1.53239
0,0,-0
6.24999,9.80674,1.84186
12.8989,20.2394,-2.09976
5.8033,9.10584,2.0989
11.1314,17.466,-1.08545
5.46399,8.57345,2.34714
9.80906,15.3912,-0.318576
5.01379,7.86705,2.49967
0,0,-0
8.85776,13.7921,0.286115
0,0,-0
8.05045,12.535,-0.780748
0,0,-0
7.3396,11.4282,1.18828
0,0,-0
6.75062,10.5111,1.53385
0,0,-0
6.27351,9.76825,1.83873
12.9975,20.2379,-2.10429
5.8499,9.10866,2.10424
11.2031,17.4439,-1.08649
5.48757,8.54449,2.34444
9.87137,15.3703,-0.318855
5.04331,7.85275,2.50071
0,0,-0
8.92975,13.798,0.286883
0,0,-0
8.09632,12.5102,-0.780957
0,0,-0
7.39352,11.4243,1.19055
0,0,-0
6.79805,10.5042,1.53629
0,0,-0
6.31401,9.75624,1.84061
13.0918,20.2292,-2.10812
5.87739,9.08159,2.10272
11.2704,17.4147,-1.08712
5.52795,8.54164,2.34894
9.94017,15.3593,-0.319344
5.06649,7.82861,2.49864
0,0,-0
8.99217,13.7861,0.287302
0,0,-0
8.14976,12.4946,-0.781795
0,0,-0
7.42238,11.3794,1.18863
0,0,-0
6.84861,10.4997,1.53921
0,0,-0
